route_id,service_id,trip_id,trip_headsign,direction_id,shape_id
5,VARDAG,5_0_18,Mariehamn–Lemland–Lumparland,0,shp_5_0
5,VARDAG,5_0_19,Mariehamn–Lemland–Lumparland,0,shp_5_0
5,VARDAG,5_1_0,Mariehamn–Lemland–Lumparland (retur),1,shp_5_1
5,VARDAG,5_1_1,Mariehamn–Lemland–Lumparland (retur),1,shp_5_1
5,VARDAG,5_1_2,Mariehamn–Lemland–Lumparland (retur),1,shp_5_1
5,VARDAG,5_1_3,Mariehamn–Lemland–Lumparland (retur),1,shp_5_1
5,VARDAG,5_1_4,Mariehamn–Lemland–Lumparland (retur),1,shp_5_1
5,VARDAG,5_1_5,Mariehamn–Lemland–Lumparland (retur),1,shp_5_1
5,VARDAG,5_1_6,Mariehamn–Lemland–Lumparland (retur),1,shp_5_1
5,VARDAG,5_1_7,Mariehamn–Lemland–Lumparland (retur),1,shp_5_1
5,VARDAG,5_1_8,Mariehamn–Lemland–Lumparland (retur),1,shp_5_1
5,VARDAG,5_1_9,Mariehamn–Lemland–Lumparland (retur),1,shp_5_1
5,VARDAG,5_1_10,Mariehamn–Lemland–Lumparland (retur),1,shp_5_1
5,VARDAG,5_1_11,Mariehamn–Lemland–Lumparland (retur),1,shp_5_1
5,VARDAG,5_1_12,Mariehamn–Lemland–Lumparland (retur),1,shp_5_1
5,VARDAG,5_1_13,Mariehamn–Lemland–Lumparland (retur),1,shp_5_1
5,VARDAG,5_1_14,Mariehamn–Lemland–Lumparland (retur),1,shp_5_1
5,VARDAG,5_1_15,Mariehamn–Lemland–Lumparland (retur),1,shp_5_1
5,VARDAG,5_1_16,Mariehamn–Lemland–Lumparland (retur),1,shp_5_1
5,VARDAG,5_1_17,Mariehamn–Lemland–Lumparland (retur),1,shp_5_1
5,VARDAG,5_1_18,Mariehamn–Lemland–Lumparland (retur),1,shp_5_1
5,VARDAG,5_1_19,Mariehamn–Lemland–Lumparland (retur),1,shp_5_1
6,VARDAG,6_0_0,Skollinje Emkarby–Gölby,0,shp_6_0
6,VARDAG,6_0_1,Skollinje Emkarby–Gölby,0,shp_6_0
